outcome_key,outcome,family,outcome_order,geo_key,geography,geo_order,property_key,property_type,property_order,fe_key,fixed_effects,fe_order,sample_key,status,benchmark,benchmark_se,benchmark_p,centroid,centroid_se,centroid_p,delta,relative_change_percent,se_difference,absorption_r2,N,sample,sample_order
cbd,CBD distance,primary,1,poa,Postcode,3,house,House,1,none,No FE,1,low_residential,estimated,-0.26972345215339,0.00561711609431917,0,-0.274470379928824,0.00566645391808156,0,-0.00474692777543373,1.75992400272786,0.0000493378237623942,,11641,Low residential share,5
cbd,CBD distance,primary,1,poa,Postcode,3,house,House,1,sa3,SA3,2,low_residential,estimated,-0.0237871080961853,0.146514042657921,0.871887531144639,-0.0503006979396767,0.115655251545631,0.666081128973721,-0.0265135898434914,111.462014366275,-0.0308587911122901,0.979225750137545,11641,Low residential share,5
cbd,CBD distance,primary,1,poa,Postcode,3,house,House,1,sa4,SA4,3,low_residential,estimated,-0.0702119862019489,0.0784709137271277,0.385052541262855,-0.0728635327296616,0.080191375746373,0.377918195835693,-0.00265154652771271,3.77648699480762,0.00172046201924536,0.888830931564121,11641,Low residential share,5
cbd,CBD distance,primary,1,poa,Postcode,3,apartment,Apartment,2,none,No FE,1,low_residential,estimated,-0.108805985968947,0.0810339556955078,0.181101387249688,-0.102091750554154,0.0813948428674618,0.211413762075016,0.0067142354147931,-6.17083274876928,0.000360887171953941,,187,Low residential share,5
cbd,CBD distance,primary,1,poa,Postcode,3,apartment,Apartment,2,sa3,SA3,2,low_residential,estimated,1.53662512969338,0.487994633446584,0.00528602855355558,1.34113718019701,0.507156953194744,0.0159910736745079,-0.195487949496367,-12.7219024158075,0.0191623197481605,0.997778797501791,182,Low residential share,5
cbd,CBD distance,primary,1,poa,Postcode,3,apartment,Apartment,2,sa4,SA4,3,low_residential,estimated,-0.640662944920338,0.610520098064744,0.316515579415185,-0.60540120943404,0.529030717092009,0.276765343984354,0.0352617354862977,-5.50394490049402,-0.081489380972735,0.960933773719936,184,Low residential share,5
cbd,CBD distance,primary,1,poa,Postcode,3,house,House,1,none,No FE,1,large_area,estimated,-0.20811033915601,0.00289535144275976,0,-0.209518374806025,0.00298718713403168,0,-0.00140803565001568,0.676581305727519,0.0000918356912719157,,60084,Largest area,6
cbd,CBD distance,primary,1,poa,Postcode,3,house,House,1,sa3,SA3,2,large_area,estimated,0.0111311100104709,0.13376800320888,0.934131501992145,-0.00915553270500292,0.115447605674518,0.937217677663909,-0.0202866427154738,-182.25174934387,-0.0183203975343621,0.960663084826255,60083,Largest area,6
cbd,CBD distance,primary,1,poa,Postcode,3,house,House,1,sa4,SA4,3,large_area,estimated,-0.255917865332354,0.0542629017774812,0.000500171559789632,-0.237010215711275,0.0549959875632208,0.00101457103387697,0.0189076496210783,-7.3881710432851,0.000733085785739523,0.786548703723066,60083,Largest area,6
cbd,CBD distance,primary,1,poa,Postcode,3,apartment,Apartment,2,none,No FE,1,large_area,estimated,-0.0766374875921434,0.0171004941772466,0.00000772238198229995,-0.0619684162749494,0.0174215726240521,0.000381682509523952,0.014669071317194,-19.1408562285617,0.000321078446805526,,2669,Largest area,6
